District,Gender,Locality,Age ,Percentage,Economic Activity,District in Map
TOBA TEK SINGH DISTRICT,Female,Rural,20 - 24,13.70%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,25 - 29,2.89%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,30 - 34,0.83%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,35 - 39,0.58%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,40 - 44,0.51%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Rural,Between 10-14,77.45%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,10 & ABOVE,26.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,15 -  19,67.68%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,20 - 24,26.41%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,25 - 29,5.88%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,30 - 34,1.51%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,35 - 39,0.99%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,40 - 44,0.76%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Female,Urban,Between 10-14,90.78%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,10 & ABOVE,21.30%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,15 -  19,47.44%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,20 - 24,11.81%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,25 - 29,2.42%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,30 - 34,0.66%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,35 - 39,0.32%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,40 - 44,0.19%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Rural,Between 10-14,82.76%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,10 & ABOVE,25.21%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,15 -  19,61.93%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,20 - 24,22.24%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,25 - 29,5.03%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,30 - 34,0.98%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,35 - 39,0.41%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,40 - 44,0.27%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Male,Urban,Between 10-14,88.73%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,10 & ABOVE,2.72%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,15 -  19,16.67%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,20 - 24,4.76%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,25 - 29,7.14%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,30 - 34,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,35 - 39,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,40 - 44,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,10 & ABOVE,3.85%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,15 -  19,66.67%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,20 - 24,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,25 - 29,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,30 - 34,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,35 - 39,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,40 - 44,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,45 - 49,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,50 - 54,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,55 - 59,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,60 - 64,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,65 - 69,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,70 - 74,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,75 & ABOVE,0.00%,Student,Toba Tek Singh
TOBA TEK SINGH DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Student,Toba Tek Singh
VEHARI DISTRICT,Female,Rural,10 & ABOVE,15.09%,Student,Vehari
VEHARI DISTRICT,Female,Rural,15 -  19,30.22%,Student,Vehari
VEHARI DISTRICT,Female,Rural,20 - 24,8.56%,Student,Vehari
VEHARI DISTRICT,Female,Rural,25 - 29,1.75%,Student,Vehari
VEHARI DISTRICT,Female,Rural,30 - 34,0.51%,Student,Vehari
VEHARI DISTRICT,Female,Rural,35 - 39,0.31%,Student,Vehari
VEHARI DISTRICT,Female,Rural,40 - 44,0.26%,Student,Vehari
VEHARI DISTRICT,Female,Rural,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Rural,Between 10-14,64.44%,Student,Vehari
VEHARI DISTRICT,Female,Urban,10 & ABOVE,25.09%,Student,Vehari
VEHARI DISTRICT,Female,Urban,15 -  19,63.44%,Student,Vehari
VEHARI DISTRICT,Female,Urban,20 - 24,24.53%,Student,Vehari
VEHARI DISTRICT,Female,Urban,25 - 29,4.75%,Student,Vehari
VEHARI DISTRICT,Female,Urban,30 - 34,1.23%,Student,Vehari
VEHARI DISTRICT,Female,Urban,35 - 39,0.60%,Student,Vehari
VEHARI DISTRICT,Female,Urban,40 - 44,0.44%,Student,Vehari
VEHARI DISTRICT,Female,Urban,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Female,Urban,Between 10-14,87.76%,Student,Vehari
VEHARI DISTRICT,Male,Rural,10 & ABOVE,19.71%,Student,Vehari
VEHARI DISTRICT,Male,Rural,15 -  19,40.73%,Student,Vehari
VEHARI DISTRICT,Male,Rural,20 - 24,10.81%,Student,Vehari
VEHARI DISTRICT,Male,Rural,25 - 29,1.96%,Student,Vehari
VEHARI DISTRICT,Male,Rural,30 - 34,0.46%,Student,Vehari
VEHARI DISTRICT,Male,Rural,35 - 39,0.21%,Student,Vehari
VEHARI DISTRICT,Male,Rural,40 - 44,0.11%,Student,Vehari
VEHARI DISTRICT,Male,Rural,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Rural,Between 10-14,76.52%,Student,Vehari
VEHARI DISTRICT,Male,Urban,10 & ABOVE,25.62%,Student,Vehari
VEHARI DISTRICT,Male,Urban,15 -  19,60.76%,Student,Vehari
VEHARI DISTRICT,Male,Urban,20 - 24,23.73%,Student,Vehari
VEHARI DISTRICT,Male,Urban,25 - 29,4.71%,Student,Vehari
VEHARI DISTRICT,Male,Urban,30 - 34,0.86%,Student,Vehari
VEHARI DISTRICT,Male,Urban,35 - 39,0.27%,Student,Vehari
VEHARI DISTRICT,Male,Urban,40 - 44,0.22%,Student,Vehari
VEHARI DISTRICT,Male,Urban,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Male,Urban,Between 10-14,87.63%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,10 & ABOVE,3.40%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,15 -  19,19.05%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,20 - 24,7.14%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,25 - 29,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,30 - 34,5.26%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,35 - 39,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,40 - 44,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,10 & ABOVE,1.11%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,15 -  19,#DIV/0!,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,20 - 24,7.69%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,25 - 29,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,30 - 34,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,35 - 39,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,40 - 44,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,45 - 49,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,50 - 54,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,55 - 59,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,60 - 64,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,65 - 69,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,70 - 74,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,75 & ABOVE,0.00%,Student,Vehari
VEHARI DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Student,Vehari
ATTOCK DISTRICT,Female,Rural,10 & ABOVE,4.09%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,15 -  19,2.47%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,20 - 24,4.10%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,25 - 29,4.88%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,30 - 34,5.18%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,35 - 39,5.35%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,40 - 44,5.22%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,45 - 49,4.91%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,50 - 54,4.62%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,55 - 59,4.68%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,60 - 64,4.69%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,65 - 69,4.56%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,70 - 74,4.97%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,75 & ABOVE,4.70%,Worked,Attock
ATTOCK DISTRICT,Female,Rural,Between 10-14,1.25%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,10 & ABOVE,6.11%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,15 -  19,2.24%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,20 - 24,6.31%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,25 - 29,9.01%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,30 - 34,8.99%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,35 - 39,8.70%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,40 - 44,9.05%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,45 - 49,8.36%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,50 - 54,7.25%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,55 - 59,6.91%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,60 - 64,4.53%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,65 - 69,4.06%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,70 - 74,3.58%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,75 & ABOVE,4.07%,Worked,Attock
ATTOCK DISTRICT,Female,Urban,Between 10-14,1.02%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,10 & ABOVE,48.66%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,15 -  19,19.80%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,20 - 24,47.03%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,25 - 29,61.50%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,30 - 34,67.82%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,35 - 39,69.85%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,40 - 44,70.78%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,45 - 49,70.55%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,50 - 54,69.83%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,55 - 59,68.19%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,60 - 64,64.10%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,65 - 69,60.01%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,70 - 74,54.95%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,75 & ABOVE,46.64%,Worked,Attock
ATTOCK DISTRICT,Male,Rural,Between 10-14,3.84%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,10 & ABOVE,54.66%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,15 -  19,21.11%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,20 - 24,53.88%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,25 - 29,71.28%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,30 - 34,78.43%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,35 - 39,80.86%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,40 - 44,81.27%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,45 - 49,79.11%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,50 - 54,78.02%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,55 - 59,75.94%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,60 - 64,66.15%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,65 - 69,57.40%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,70 - 74,49.98%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,75 & ABOVE,41.14%,Worked,Attock
ATTOCK DISTRICT,Male,Urban,Between 10-14,3.44%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,10 & ABOVE,16.67%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,15 -  19,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,20 - 24,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,25 - 29,25.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,30 - 34,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,35 - 39,25.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,40 - 44,12.50%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,45 - 49,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,50 - 54,75.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,55 - 59,42.86%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,60 - 64,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,65 - 69,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,70 - 74,25.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,75 & ABOVE,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Rural,Between 10-14,#DIV/0!,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,10 & ABOVE,41.51%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,15 -  19,66.67%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,20 - 24,33.33%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,25 - 29,40.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,30 - 34,37.50%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,35 - 39,50.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,40 - 44,33.33%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,45 - 49,75.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,50 - 54,#DIV/0!,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,55 - 59,100.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,60 - 64,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,65 - 69,#DIV/0!,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,70 - 74,0.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,75 & ABOVE,50.00%,Worked,Attock
ATTOCK DISTRICT,Transgender,Urban,Between 10-14,#DIV/0!,Worked,Attock
BAHAWALNAGAR DISTRICT,Female,Rural,10 & ABOVE,4.95%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,15 -  19,3.82%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,20 - 24,5.13%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,25 - 29,5.52%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,30 - 34,5.64%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,35 - 39,5.76%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,40 - 44,5.89%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,45 - 49,5.97%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,50 - 54,5.95%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,55 - 59,5.91%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,60 - 64,5.74%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,65 - 69,6.09%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,70 - 74,6.21%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,75 & ABOVE,6.52%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Rural,Between 10-14,2.55%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,10 & ABOVE,5.82%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,15 -  19,2.44%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,20 - 24,5.91%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,25 - 29,8.26%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,30 - 34,8.29%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,35 - 39,7.73%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,40 - 44,8.76%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,45 - 49,9.60%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,50 - 54,8.60%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,55 - 59,7.39%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,60 - 64,4.44%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,65 - 69,4.13%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,70 - 74,4.34%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,75 & ABOVE,4.52%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Female,Urban,Between 10-14,1.06%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,10 & ABOVE,54.56%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,15 -  19,35.42%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,20 - 24,57.54%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,25 - 29,67.68%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,30 - 34,71.38%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,35 - 39,74.05%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,40 - 44,74.38%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,45 - 49,74.99%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,50 - 54,75.04%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,55 - 59,73.39%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,60 - 64,70.48%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,65 - 69,67.13%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,70 - 74,61.85%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,75 & ABOVE,53.13%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Rural,Between 10-14,11.15%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Urban,10 & ABOVE,57.05%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Urban,15 -  19,30.71%,Worked,Bahawalnagar
BAHAWALNAGAR DISTRICT,Male,Urban,20 - 24,58.01%,Worked,Bahawalnagar
